Date,Algoma_District,Brant_County,Chatham_Kent,Durham_Region,Eastern_Ontario,Grey_Bruce,Haldimand_Norfolk,Haliburton_Kawartha_Pine_Ridge,Halton_Region,City_of_Hamilton,Hastings_Prince_Edward,Huron_Perth,KFLA,Lambton_County,Leeds_Grenville_Lanark,Middlesex_London,Niagara_Region,North_Bay_Parry_Sound_District,Northwestern,City_of_Ottawa,Peel_Region,Peterborough_County_City,Porcupine,Waterloo_Region,Renfrew_County_and_District,Simcoe_Muskoka_District,Southwestern,Sudbury_and_District,Thunder_Bay_District,Timiskaming,Toronto,Wellington_Dufferin_Guelph,Windsor_Essex_County,York_Region,Total,Total_SMA_7
2021-04-25,1.0,31.0,3.0,207.0,31.0,7.0,16.0,6.0,153.0,109.0,13.0,6.0,12.0,8.0,10.0,104.0,115.0,2.0,11.0,209.0,901.0,14.0,3.0,118.0,11.0,111.0,33.0,10.0,13.0,5.0,1136.0,73.0,59.0,406.0,3947,4050.8571428571427
2021-04-26,2.0,28.0,8.0,244.0,11.0,9.0,29.0,15.0,143.0,71.0,7.0,5.0,17.0,5.0,7.0,83.0,23.0,2.0,7.0,206.0,909.0,10.0,0.0,49.0,8.0,79.0,16.0,18.0,1.0,2.0,1015.0,28.0,62.0,391.0,3510,3917.0
2021-04-27,3.0,23.0,2.0,171.0,3.0,1.0,8.0,15.0,138.0,119.0,9.0,0.0,9.0,8.0,2.0,79.0,73.0,4.0,6.0,150.0,673.0,5.0,21.0,56.0,4.0,61.0,17.0,6.0,4.0,2.0,1044.0,49.0,48.0,452.0,3265,3887.8571428571427
2021-04-28,3.0,30.0,2.0,221.0,19.0,3.0,23.0,8.0,116.0,255.0,12.0,8.0,8.0,7.0,12.0,133.0,341.0,1.0,5.0,180.0,589.0,10.0,0.0,66.0,3.0,65.0,17.0,11.0,6.0,3.0,961.0,34.0,38.0,290.0,3480,3783.285714285714
2021-04-29,3.0,19.0,8.0,292.0,16.0,18.0,25.0,21.0,129.0,103.0,13.0,5.0,13.0,16.0,10.0,101.0,104.0,2.0,19.0,147.0,901.0,15.0,15.0,63.0,12.0,117.0,14.0,-8.0,10.0,6.0,1172.0,46.0,52.0,392.0,3871,3810.285714285714
2021-04-30,6.0,37.0,2.0,208.0,27.0,6.0,22.0,16.0,123.0,204.0,13.0,6.0,10.0,10.0,4.0,85.0,156.0,3.0,12.0,196.0,871.0,13.0,9.0,49.0,5.0,62.0,17.0,9.0,4.0,4.0,1331.0,54.0,46.0,267.0,3887,3722.0
2021-05-01,3.0,11.0,3.0,157.0,21.0,7.0,26.0,7.0,127.0,132.0,10.0,6.0,9.0,12.0,16.0,107.0,89.0,1.0,7.0,158.0,819.0,1.0,16.0,90.0,2.0,71.0,17.0,19.0,5.0,1.0,1050.0,42.0,41.0,286.0,3369,3618.4285714285716
2021-05-02,2.0,44.0,6.0,232.0,23.0,4.0,26.0,8.0,129.0,237.0,8.0,1.0,9.0,14.0,4.0,84.0,119.0,1.0,12.0,180.0,797.0,11.0,9.0,33.0,13.0,102.0,12.0,4.0,4.0,4.0,1198.0,50.0,46.0,306.0,3732,3587.714285714286
2021-05-03,1.0,17.0,4.0,271.0,15.0,6.0,13.0,5.0,159.0,194.0,5.0,4.0,12.0,5.0,2.0,61.0,127.0,2.0,10.0,130.0,714.0,9.0,11.0,106.0,2.0,101.0,15.0,6.0,5.0,0.0,985.0,41.0,47.0,351.0,3436,3577.1428571428573
2021-05-04,1.0,25.0,2.0,147.0,11.0,4.0,13.0,-9.0,101.0,128.0,2.0,1.0,19.0,6.0,7.0,61.0,89.0,6.0,7.0,112.0,653.0,5.0,3.0,56.0,2.0,52.0,9.0,7.0,2.0,4.0,931.0,25.0,34.0,275.0,2791,3509.4285714285716
2021-05-05,0.0,31.0,5.0,171.0,12.0,4.0,17.0,9.0,114.0,149.0,15.0,11.0,25.0,17.0,12.0,114.0,108.0,2.0,2.0,140.0,565.0,12.0,3.0,45.0,5.0,65.0,18.0,9.0,8.0,1.0,924.0,27.0,47.0,254.0,2941,3432.4285714285716
2021-05-06,3.0,23.0,5.0,175.0,23.0,8.0,29.0,10.0,129.0,155.0,11.0,10.0,20.0,8.0,10.0,89.0,127.0,8.0,15.0,108.0,900.0,10.0,12.0,63.0,7.0,95.0,15.0,11.0,9.0,4.0,958.0,41.0,42.0,291.0,3424,3368.5714285714284
2021-05-07,5.0,41.0,3.0,205.0,15.0,4.0,13.0,19.0,139.0,148.0,11.0,9.0,18.0,16.0,1.0,83.0,65.0,5.0,7.0,106.0,817.0,6.0,14.0,48.0,5.0,64.0,12.0,11.0,1.0,-1.0,876.0,65.0,35.0,300.0,3166,3265.5714285714284
2021-05-08,-2.0,5.0,5.0,125.0,23.0,2.0,20.0,15.0,98.0,133.0,8.0,9.0,11.0,6.0,10.0,110.0,105.0,4.0,18.0,107.0,803.0,7.0,20.0,72.0,4.0,60.0,31.0,3.0,7.0,3.0,684.0,34.0,39.0,285.0,2864,3193.4285714285716
2021-05-09,1.0,28.0,3.0,187.0,14.0,6.0,18.0,17.0,121.0,113.0,16.0,14.0,14.0,12.0,0.0,101.0,104.0,5.0,5.0,150.0,752.0,10.0,7.0,99.0,3.0,59.0,18.0,5.0,5.0,1.0,903.0,41.0,49.0,335.0,3216,3119.714285714286
2021-05-10,1.0,3.0,2.0,168.0,6.0,3.0,8.0,24.0,95.0,106.0,8.0,18.0,9.0,5.0,3.0,28.0,96.0,0.0,0.0,86.0,707.0,11.0,20.0,50.0,20.0,41.0,15.0,5.0,1.0,0.0,807.0,41.0,35.0,294.0,2716,3016.8571428571427
2021-05-11,1.0,20.0,3.0,144.0,3.0,7.0,1.0,6.0,84.0,92.0,5.0,3.0,17.0,4.0,2.0,56.0,59.0,3.0,3.0,77.0,389.0,1.0,15.0,56.0,2.0,39.0,7.0,9.0,0.0,1.0,685.0,18.0,30.0,231.0,2073,2914.285714285714
2021-05-12,7.0,26.0,1.0,139.0,8.0,9.0,25.0,6.0,78.0,113.0,11.0,15.0,9.0,2.0,1.0,77.0,87.0,3.0,9.0,105.0,452.0,11.0,10.0,81.0,4.0,55.0,18.0,6.0,8.0,0.0,712.0,40.0,35.0,157.0,2320,2825.5714285714284
2021-05-13,6.0,30.0,6.0,147.0,18.0,6.0,15.0,11.0,104.0,133.0,6.0,19.0,7.0,28.0,2.0,78.0,81.0,6.0,6.0,110.0,602.0,10.0,24.0,72.0,8.0,65.0,16.0,12.0,1.0,0.0,774.0,44.0,54.0,258.0,2759,2730.5714285714284
2021-05-14,1.0,23.0,6.0,148.0,18.0,2.0,17.0,8.0,63.0,112.0,2.0,8.0,9.0,9.0,0.0,66.0,50.0,3.0,4.0,99.0,563.0,23.0,22.0,55.0,2.0,40.0,22.0,1.0,6.0,0.0,691.0,20.0,45.0,224.0,2362,2615.714285714286
2021-05-15,1.0,19.0,3.0,157.0,22.0,13.0,16.0,5.0,91.0,115.0,3.0,21.0,9.0,17.0,9.0,71.0,70.0,4.0,7.0,108.0,584.0,17.0,25.0,78.0,-1.0,68.0,12.0,7.0,5.0,0.0,689.0,36.0,51.0,252.0,2584,2575.714285714286
2021-05-16,2.0,18.0,4.0,143.0,10.0,4.0,11.0,13.0,74.0,129.0,9.0,7.0,6.0,7.0,2.0,43.0,59.0,3.0,1.0,74.0,547.0,6.0,37.0,48.0,6.0,42.0,14.0,5.0,2.0,0.0,633.0,18.0,50.0,172.0,2199,2430.4285714285716
2021-05-17,0.0,17.0,2.0,120.0,10.0,5.0,3.0,16.0,91.0,101.0,2.0,4.0,10.0,11.0,5.0,30.0,59.0,2.0,1.0,90.0,556.0,20.0,20.0,75.0,7.0,59.0,13.0,7.0,0.0,0.0,566.0,21.0,32.0,215.0,2170,2352.4285714285716
2021-05-18,0.0,19.0,5.0,102.0,9.0,2.0,8.0,9.0,60.0,114.0,13.0,2.0,6.0,2.0,0.0,39.0,47.0,8.0,1.0,56.0,360.0,5.0,7.0,75.0,1.0,38.0,6.0,0.0,-1.0,1.0,472.0,20.0,14.0,116.0,1616,2287.1428571428573
2021-05-19,5.0,18.0,6.0,62.0,14.0,5.0,9.0,8.0,49.0,34.0,7.0,8.0,10.0,2.0,4.0,51.0,48.0,9.0,5.0,105.0,335.0,12.0,8.0,21.0,5.0,27.0,14.0,3.0,3.0,1.0,524.0,26.0,56.0,94.0,1588,2182.5714285714284
2021-05-20,8.0,17.0,1.0,110.0,18.0,14.0,9.0,11.0,69.0,224.0,7.0,6.0,5.0,15.0,4.0,89.0,68.0,0.0,4.0,92.0,528.0,19.0,35.0,78.0,1.0,70.0,11.0,5.0,7.0,3.0,607.0,29.0,55.0,181.0,2400,2131.285714285714
2021-05-21,5.0,10.0,1.0,107.0,7.0,6.0,4.0,22.0,70.0,111.0,5.0,11.0,7.0,10.0,1.0,71.0,34.0,6.0,6.0,62.0,468.0,5.0,58.0,48.0,4.0,43.0,15.0,1.0,1.0,0.0,469.0,26.0,31.0,165.0,1890,2063.8571428571427
2021-05-22,2.0,19.0,1.0,147.0,12.0,2.0,7.0,27.0,78.0,90.0,3.0,7.0,3.0,3.0,6.0,58.0,47.0,3.0,1.0,87.0,355.0,13.0,46.0,64.0,4.0,55.0,13.0,6.0,4.0,2.0,416.0,40.0,33.0,140.0,1794,1951.0
2021-05-23,0.0,13.0,1.0,96.0,4.0,3.0,7.0,20.0,50.0,87.0,5.0,8.0,7.0,13.0,1.0,45.0,43.0,2.0,0.0,92.0,326.0,12.0,49.0,59.0,1.0,26.0,8.0,2.0,2.0,2.0,455.0,28.0,51.0,173.0,1691,1878.4285714285713
2021-05-24,2.0,10.0,1.0,78.0,5.0,3.0,8.0,40.0,47.0,45.0,3.0,4.0,3.0,4.0,2.0,40.0,25.0,2.0,3.0,48.0,393.0,2.0,50.0,53.0,3.0,32.0,4.0,2.0,2.0,0.0,387.0,16.0,32.0,97.0,1446,1775.0
2021-05-25,2.0,7.0,0.0,60.0,0.0,1.0,10.0,29.0,38.0,43.0,2.0,0.0,-1.0,0.0,12.0,9.0,40.0,1.0,1.0,48.0,231.0,2.0,28.0,17.0,1.0,20.0,5.0,0.0,-1.0,0.0,325.0,15.0,17.0,77.0,1039,1692.5714285714287
2021-05-26,1.0,13.0,1.0,123.0,3.0,2.0,10.0,10.0,27.0,54.0,2.0,1.0,0.0,3.0,3.0,50.0,36.0,1.0,2.0,64.0,215.0,11.0,19.0,31.0,5.0,18.0,8.0,0.0,2.0,0.0,257.0,9.0,13.0,101.0,1095,1622.142857142857
2021-05-27,3.0,14.0,1.0,25.0,2.0,2.0,4.0,3.0,46.0,66.0,9.0,2.0,2.0,1.0,3.0,35.0,22.0,1.0,6.0,37.0,271.0,4.0,36.0,44.0,-2.0,47.0,9.0,9.0,3.0,-1.0,316.0,16.0,24.0,75.0,1135,1441.4285714285713
2021-05-28,1.0,15.0,1.0,72.0,13.0,1.0,7.0,27.0,51.0,78.0,8.0,12.0,0.0,13.0,2.0,39.0,55.0,3.0,0.0,101.0,268.0,14.0,22.0,46.0,2.0,28.0,4.0,2.0,16.0,0.0,269.0,22.0,25.0,56.0,1273,1353.2857142857142
2021-05-29,1.0,17.0,0.0,54.0,11.0,0.0,6.0,2.0,37.0,71.0,0.0,15.0,3.0,4.0,2.0,41.0,22.0,2.0,1.0,64.0,178.0,5.0,43.0,58.0,3.0,45.0,4.0,1.0,3.0,0.0,228.0,23.0,31.0,82.0,1057,1248.0
2021-05-30,-2.0,11.0,1.0,54.0,4.0,0.0,9.0,18.0,30.0,59.0,2.0,9.0,-1.0,8.0,0.0,20.0,16.0,1.0,0.0,50.0,214.0,6.0,51.0,37.0,10.0,31.0,17.0,6.0,19.0,0.0,237.0,16.0,20.0,80.0,1033,1154.0
2021-05-31,0.0,9.0,5.0,67.0,3.0,1.0,2.0,11.0,26.0,52.0,0.0,3.0,0.0,0.0,0.0,20.0,43.0,1.0,1.0,50.0,165.0,1.0,30.0,49.0,1.0,20.0,4.0,1.0,9.0,0.0,226.0,8.0,23.0,85.0,916,1078.2857142857142
2021-06-01,0.0,6.0,2.0,50.0,0.0,3.0,-1.0,4.0,17.0,44.0,2.0,1.0,0.0,5.0,0.0,11.0,16.0,1.0,0.0,39.0,144.0,1.0,14.0,25.0,2.0,18.0,3.0,1.0,3.0,0.0,207.0,10.0,19.0,52.0,699,1029.7142857142858
2021-06-02,0.0,10.0,0.0,40.0,3.0,0.0,2.0,-2.0,18.0,66.0,0.0,7.0,2.0,5.0,1.0,36.0,-2.0,2.0,0.0,41.0,134.0,3.0,27.0,29.0,1.0,20.0,5.0,0.0,15.0,0.0,173.0,14.0,14.0,69.0,733,978.0
2021-06-03,1.0,14.0,2.0,44.0,3.0,3.0,3.0,8.0,18.0,45.0,0.0,3.0,1.0,2.0,0.0,22.0,55.0,4.0,0.0,43.0,167.0,7.0,49.0,37.0,2.0,33.0,3.0,4.0,-2.0,0.0,225.0,29.0,17.0,28.0,870,940.1428571428571
2021-06-04,2.0,7.0,4.0,69.0,0.0,1.0,3.0,9.0,33.0,59.0,0.0,3.0,4.0,9.0,-1.0,24.0,22.0,0.0,1.0,52.0,169.0,4.0,57.0,56.0,1.0,23.0,5.0,3.0,16.0,0.0,214.0,17.0,17.0,31.0,914,888.8571428571429
2021-06-05,1.0,13.0,1.0,31.0,0.0,12.0,5.0,10.0,10.0,61.0,-1.0,5.0,4.0,10.0,0.0,11.0,5.0,2.0,1.0,29.0,123.0,6.0,48.0,51.0,0.0,18.0,1.0,0.0,20.0,1.0,181.0,16.0,21.0,48.0,744,844.1428571428571
2021-06-06,-1.0,12.0,3.0,33.0,0.0,2.0,4.0,18.0,31.0,33.0,0.0,2.0,0.0,3.0,0.0,14.0,59.0,0.0,0.0,40.0,112.0,3.0,32.0,34.0,2.0,27.0,5.0,2.0,8.0,1.0,115.0,6.0,16.0,47.0,663,791.2857142857143
2021-06-07,0.0,7.0,0.0,40.0,0.0,1.0,0.0,4.0,26.0,25.0,0.0,1.0,-1.0,6.0,0.0,8.0,15.0,0.0,0.0,17.0,95.0,3.0,25.0,51.0,0.0,25.0,2.0,3.0,0.0,0.0,114.0,5.0,19.0,34.0,525,735.4285714285714
2021-06-08,0.0,7.0,0.0,30.0,0.0,0.0,4.0,4.0,24.0,12.0,0.0,3.0,0.0,-2.0,0.0,3.0,13.0,1.0,0.0,13.0,76.0,1.0,40.0,24.0,1.0,4.0,2.0,3.0,4.0,0.0,182.0,11.0,9.0,0.0,469,702.5714285714286
2021-06-09,0.0,1.0,1.0,18.0,0.0,0.0,5.0,2.0,10.0,25.0,0.0,2.0,1.0,6.0,1.0,21.0,20.0,2.0,1.0,1.0,72.0,1.0,21.0,35.0,3.0,13.0,4.0,2.0,-1.0,0.0,97.0,5.0,16.0,26.0,411,656.5714285714286
2021-06-10,0.0,9.0,0.0,21.0,2.0,8.0,3.0,3.0,17.0,38.0,1.0,2.0,0.0,2.0,3.0,23.0,26.0,9.0,1.0,25.0,130.0,9.0,18.0,61.0,1.0,16.0,1.0,1.0,5.0,-2.0,114.0,6.0,5.0,32.0,590,616.5714285714286
2021-06-11,2.0,4.0,1.0,26.0,0.0,5.0,4.0,4.0,30.0,31.0,1.0,5.0,2.0,5.0,1.0,10.0,11.0,3.0,3.0,22.0,84.0,1.0,51.0,79.0,3.0,10.0,3.0,2.0,14.0,2.0,109.0,2.0,16.0,28.0,574,568.0
2021-06-12,1.0,14.0,0.0,31.0,0.0,4.0,1.0,5.0,14.0,30.0,1.0,7.0,-1.0,3.0,0.0,8.0,28.0,5.0,1.0,17.0,71.0,9.0,29.0,51.0,1.0,25.0,2.0,2.0,0.0,0.0,89.0,5.0,12.0,37.0,502,533.4285714285714
2021-06-13,1.0,1.0,-1.0,21.0,4.0,4.0,4.0,0.0,21.0,24.0,2.0,3.0,0.0,1.0,3.0,7.0,12.0,5.0,0.0,24.0,81.0,1.0,68.0,97.0,1.0,10.0,3.0,4.0,-1.0,0.0,102.0,12.0,2.0,14.0,530,514.4285714285714
2021-06-14,0.0,4.0,1.0,29.0,1.0,5.0,0.0,3.0,9.0,11.0,0.0,5.0,0.0,2.0,0.0,14.0,17.0,3.0,0.0,28.0,61.0,5.0,39.0,56.0,1.0,11.0,3.0,0.0,5.0,0.0,110.0,7.0,6.0,11.0,447,503.2857142857143
2021-06-15,0.0,5.0,0.0,12.0,0.0,3.0,4.0,2.0,13.0,7.0,0.0,0.0,0.0,4.0,1.0,9.0,6.0,2.0,2.0,11.0,62.0,1.0,8.0,45.0,0.0,8.0,4.0,0.0,0.0,0.0,60.0,1.0,11.0,15.0,296,478.57142857142856
2021-06-16,0.0,4.0,0.0,15.0,1.0,4.0,1.0,1.0,4.0,12.0,1.0,5.0,0.0,2.0,2.0,23.0,16.0,10.0,2.0,21.0,60.0,8.0,13.0,71.0,3.0,7.0,7.0,4.0,6.0,1.0,54.0,2.0,10.0,14.0,384,474.7142857142857
2021-06-17,-1.0,6.0,2.0,13.0,1.0,7.0,3.0,9.0,9.0,8.0,1.0,5.0,1.0,2.0,0.0,17.0,10.0,3.0,-1.0,34.0,47.0,1.0,17.0,57.0,2.0,9.0,4.0,3.0,1.0,0.0,67.0,4.0,2.0,27.0,370,443.2857142857143
2021-06-18,-1.0,0.0,1.0,12.0,5.0,1.0,2.0,2.0,7.0,29.0,0.0,2.0,1.0,1.0,0.0,3.0,13.0,8.0,1.0,9.0,50.0,4.0,16.0,85.0,0.0,7.0,4.0,2.0,1.0,-1.0,50.0,7.0,2.0,22.0,345,410.57142857142856
2021-06-19,1.0,6.0,0.0,16.0,0.0,5.0,1.0,2.0,16.0,23.0,0.0,3.0,0.0,1.0,2.0,5.0,9.0,14.0,2.0,16.0,45.0,-1.0,22.0,54.0,0.0,5.0,4.0,4.0,1.0,0.0,58.0,9.0,14.0,18.0,355,389.57142857142856
2021-06-20,0.0,0.0,0.0,16.0,2.0,11.0,1.0,2.0,10.0,20.0,0.0,2.0,3.0,3.0,0.0,5.0,13.0,3.0,1.0,26.0,49.0,3.0,14.0,51.0,0.0,4.0,3.0,3.0,2.0,0.0,45.0,3.0,10.0,13.0,318,359.2857142857143
2021-06-21,0.0,3.0,1.0,11.0,0.0,5.0,0.0,3.0,9.0,7.0,0.0,0.0,4.0,2.0,0.0,4.0,12.0,4.0,0.0,12.0,42.0,1.0,7.0,44.0,1.0,11.0,3.0,8.0,0.0,0.0,47.0,3.0,4.0,22.0,270,334.0
2021-06-22,0.0,0.0,0.0,1.0,-8.0,4.0,1.0,2.0,5.0,11.0,0.0,1.0,1.0,4.0,0.0,2.0,-1.0,4.0,0.0,11.0,20.0,4.0,5.0,61.0,1.0,-2.0,1.0,2.0,-1.0,0.0,123.0,5.0,2.0,37.0,296,334.0
2021-06-23,1.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,6.0,5.0,0.0,2.0,1.0,5.0,0.0,8.0,11.0,23.0,3.0,14.0,25.0,3.0,1.0,53.0,0.0,2.0,4.0,3.0,0.0,0.0,57.0,6.0,5.0,10.0,255,315.57142857142856
2021-06-24,0.0,2.0,0.0,16.0,2.0,14.0,1.0,-1.0,2.0,19.0,0.0,1.0,1.0,5.0,0.0,7.0,6.0,5.0,0.0,17.0,20.0,0.0,9.0,95.0,1.0,5.0,4.0,5.0,0.0,1.0,35.0,3.0,7.0,14.0,296,305.0
2021-06-25,0.0,3.0,0.0,7.0,1.0,18.0,3.0,3.0,3.0,17.0,1.0,3.0,1.0,9.0,0.0,2.0,5.0,6.0,3.0,7.0,38.0,1.0,11.0,39.0,1.0,8.0,0.0,7.0,3.0,0.0,36.0,9.0,5.0,6.0,256,292.2857142857143
2021-06-26,0.0,1.0,0.0,9.0,-6.0,32.0,3.0,2.0,12.0,22.0,1.0,1.0,0.0,12.0,2.0,2.0,15.0,9.0,0.0,12.0,34.0,0.0,24.0,39.0,0.0,4.0,5.0,5.0,4.0,0.0,64.0,15.0,17.0,6.0,346,291.0
2021-06-27,0.0,1.0,1.0,14.0,-1.0,38.0,0.0,0.0,7.0,10.0,-1.0,2.0,0.0,1.0,0.0,1.0,10.0,8.0,1.0,9.0,26.0,0.0,16.0,66.0,1.0,5.0,6.0,0.0,-1.0,0.0,42.0,9.0,4.0,12.0,287,286.57142857142856
2021-06-28,0.0,4.0,0.0,10.0,1.0,25.0,1.0,3.0,5.0,12.0,0.0,1.0,-1.0,3.0,1.0,9.0,12.0,5.0,2.0,10.0,15.0,1.0,5.0,26.0,0.0,7.0,1.0,-1.0,1.0,0.0,37.0,3.0,4.0,8.0,210,278.0
2021-06-29,0.0,1.0,3.0,10.0,-3.0,11.0,0.0,0.0,7.0,9.0,2.0,0.0,2.0,1.0,1.0,-4.0,10.0,4.0,0.0,3.0,20.0,1.0,8.0,69.0,0.0,-1.0,-3.0,0.0,0.0,0.0,130.0,6.0,8.0,4.0,299,278.42857142857144
2021-06-30,0.0,1.0,0.0,5.0,0.0,19.0,4.0,1.0,1.0,17.0,1.0,3.0,-1.0,0.0,0.0,13.0,6.0,4.0,1.0,11.0,16.0,3.0,3.0,46.0,-1.0,6.0,-1.0,1.0,0.0,0.0,17.0,1.0,2.0,5.0,184,268.2857142857143
2021-07-01,0.0,1.0,4.0,7.0,0.0,51.0,0.0,3.0,17.0,10.0,1.0,3.0,0.0,3.0,1.0,7.0,9.0,6.0,1.0,3.0,14.0,2.0,11.0,56.0,0.0,5.0,3.0,0.0,1.0,0.0,41.0,10.0,4.0,10.0,284,266.57142857142856
2021-07-02,0.0,1.0,0.0,3.0,2.0,18.0,0.0,1.0,12.0,8.0,0.0,2.0,3.0,2.0,1.0,14.0,2.0,3.0,1.0,5.0,21.0,8.0,4.0,41.0,1.0,3.0,3.0,1.0,1.0,0.0,23.0,4.0,3.0,9.0,200,258.57142857142856
2021-07-03,0.0,-1.0,0.0,6.0,-7.0,20.0,1.0,5.0,22.0,8.0,0.0,2.0,-1.0,3.0,0.0,2.0,20.0,1.0,0.0,11.0,12.0,1.0,5.0,47.0,1.0,6.0,1.0,2.0,-2.0,0.0,20.0,9.0,11.0,4.0,209,239.0
2021-07-04,0.0,0.0,0.0,6.0,0.0,25.0,1.0,1.0,12.0,10.0,0.0,5.0,2.0,0.0,0.0,9.0,6.0,1.0,0.0,9.0,17.0,1.0,6.0,49.0,0.0,3.0,1.0,2.0,0.0,0.0,42.0,5.0,-4.0,4.0,213,228.42857142857142
2021-07-05,0.0,4.0,1.0,1.0,0.0,18.0,0.0,13.0,8.0,8.0,0.0,1.0,1.0,4.0,1.0,4.0,7.0,1.0,0.0,2.0,8.0,1.0,3.0,34.0,2.0,5.0,1.0,0.0,0.0,0.0,27.0,5.0,3.0,7.0,170,222.71428571428572
2021-07-06,0.0,2.0,-1.0,6.0,0.0,10.0,0.0,1.0,5.0,9.0,3.0,1.0,3.0,1.0,0.0,3.0,7.0,0.0,2.0,4.0,26.0,5.0,0.0,25.0,-2.0,2.0,3.0,0.0,1.0,0.0,112.0,3.0,0.0,13.0,244,214.85714285714286
2021-07-07,0.0,0.0,2.0,6.0,1.0,11.0,4.0,1.0,3.0,16.0,1.0,2.0,6.0,4.0,0.0,5.0,2.0,2.0,1.0,4.0,26.0,5.0,-1.0,42.0,0.0,1.0,5.0,0.0,2.0,0.0,35.0,6.0,-1.0,3.0,194,216.28571428571428
2021-07-08,0.0,3.0,0.0,6.0,0.0,17.0,1.0,3.0,8.0,19.0,0.0,1.0,4.0,0.0,0.0,9.0,5.0,1.0,0.0,9.0,23.0,9.0,2.0,52.0,2.0,12.0,-1.0,0.0,0.0,0.0,18.0,11.0,-8.0,4.0,210,205.71428571428572
2021-07-09,0.0,-1.0,1.0,9.0,0.0,24.0,-1.0,2.0,10.0,3.0,0.0,1.0,3.0,4.0,0.0,2.0,3.0,0.0,0.0,4.0,24.0,0.0,5.0,50.0,0.0,2.0,4.0,0.0,0.0,0.0,22.0,5.0,0.0,7.0,183,203.28571428571428
2021-07-10,0.0,3.0,1.0,3.0,3.0,27.0,0.0,1.0,6.0,16.0,0.0,2.0,1.0,4.0,0.0,6.0,4.0,1.0,0.0,5.0,21.0,0.0,2.0,32.0,0.0,2.0,1.0,0.0,0.0,0.0,23.0,4.0,3.0,8.0,179,199.0
2021-07-11,0.0,3.0,0.0,3.0,0.0,18.0,2.0,7.0,4.0,7.0,1.0,3.0,0.0,-1.0,0.0,9.0,4.0,2.0,0.0,2.0,18.0,0.0,1.0,28.0,0.0,3.0,7.0,0.0,0.0,0.0,28.0,7.0,2.0,8.0,166,192.28571428571428
2021-07-12,0.0,0.0,1.0,0.0,0.0,18.0,0.0,4.0,4.0,8.0,0.0,1.0,1.0,1.0,0.0,5.0,7.0,2.0,0.0,0.0,9.0,8.0,1.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,9.0,4.0,4.0,114,184.28571428571428
2021-07-13,0.0,0.0,4.0,2.0,-1.0,7.0,0.0,3.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,13.0,0.0,2.0,36.0,0.0,0.0,2.0,0.0,-1.0,0.0,43.0,2.0,1.0,1.0,146,170.28571428571428
2021-07-14,0.0,1.0,0.0,3.0,0.0,20.0,2.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,0.0,12.0,3.0,2.0,0.0,-1.0,19.0,1.0,4.0,23.0,0.0,4.0,2.0,1.0,0.0,0.0,28.0,10.0,-2.0,5.0,153,164.42857142857142
2021-07-15,0.0,1.0,2.0,3.0,0.0,25.0,1.0,0.0,6.0,8.0,1.0,0.0,-1.0,1.0,3.0,9.0,2.0,2.0,0.0,2.0,7.0,0.0,4.0,25.0,1.0,4.0,2.0,0.0,1.0,0.0,20.0,7.0,2.0,5.0,143,154.85714285714286
2021-07-16,0.0,0.0,0.0,8.0,0.0,34.0,0.0,1.0,7.0,9.0,1.0,3.0,0.0,1.0,0.0,9.0,6.0,6.0,0.0,0.0,12.0,0.0,3.0,25.0,0.0,1.0,2.0,0.0,-1.0,0.0,23.0,7.0,2.0,0.0,159,151.42857142857142
2021-07-17,0.0,0.0,0.0,7.0,1.0,15.0,0.0,2.0,10.0,9.0,1.0,3.0,1.0,1.0,0.0,6.0,2.0,2.0,1.0,6.0,20.0,0.0,2.0,20.0,0.0,2.0,4.0,3.0,2.0,0.0,37.0,10.0,-2.0,11.0,176,151.0
2021-07-18,2.0,3.0,2.0,9.0,0.0,33.0,0.0,-2.0,2.0,16.0,1.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,5.0,12.0,1.0,10.0,32.0,3.0,2.0,3.0,0.0,0.0,0.0,22.0,0.0,1.0,5.0,177,152.57142857142858
2021-07-19,1.0,0.0,0.0,4.0,0.0,10.0,1.0,2.0,2.0,14.0,1.0,3.0,0.0,1.0,0.0,10.0,3.0,2.0,0.0,2.0,17.0,1.0,3.0,16.0,0.0,2.0,6.0,0.0,0.0,0.0,18.0,2.0,1.0,8.0,130,154.85714285714286
2021-07-20,0.0,3.0,0.0,2.0,0.0,10.0,3.0,1.0,10.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,10.0,0.0,2.0,17.0,0.0,0.0,1.0,0.0,-1.0,0.0,34.0,0.0,2.0,14.0,127,152.14285714285714
2021-07-21,1.0,3.0,0.0,13.0,0.0,5.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,-1.0,10.0,3.0,7.0,2.0,5.0,16.0,2.0,2.0,12.0,0.0,4.0,2.0,1.0,-1.0,0.0,26.0,0.0,1.0,3.0,135,149.57142857142858
