Date,Algoma_District,Brant_County,Chatham_Kent,Durham_Region,Eastern_Ontario,Grey_Bruce,Haldimand_Norfolk,Haliburton_Kawartha_Pine_Ridge,Halton_Region,City_of_Hamilton,Hastings_Prince_Edward,Huron_Perth,KFLA,Lambton_County,Leeds_Grenville_Lanark,Middlesex_London,Niagara_Region,North_Bay_Parry_Sound_District,Northwestern,City_of_Ottawa,Peel_Region,Peterborough_County_City,Porcupine,Waterloo_Region,Renfrew_County_and_District,Simcoe_Muskoka_District,Southwestern,Sudbury_and_District,Thunder_Bay_District,Timiskaming,Toronto,Wellington_Dufferin_Guelph,Windsor_Essex_County,York_Region,Total,Total_SMA_7
2021-07-22,0.0,1.0,2.0,11.0,5.0,22.0,1.0,6.0,10.0,17.0,0.0,5.0,0.0,2.0,0.0,9.0,4.0,3.0,2.0,9.0,13.0,0.0,4.0,13.0,0.0,3.0,1.0,0.0,0.0,0.0,18.0,10.0,3.0,11.0,185,155.57142857142858
2021-07-23,0.0,1.0,3.0,11.0,0.0,10.0,0.0,6.0,4.0,11.0,2.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,10.0,25.0,1.0,0.0,18.0,3.0,10.0,0.0,0.0,0.0,0.0,43.0,1.0,4.0,18.0,192,160.28571428571428
2021-07-24,0.0,0.0,2.0,3.0,4.0,13.0,2.0,1.0,3.0,17.0,0.0,2.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,6.0,26.0,0.0,4.0,15.0,0.0,2.0,0.0,2.0,1.0,0.0,44.0,3.0,4.0,4.0,170,159.42857142857142
2021-07-25,1.0,1.0,2.0,11.0,2.0,8.0,2.0,5.0,7.0,11.0,1.0,1.0,0.0,0.0,-1.0,6.0,7.0,0.0,0.0,2.0,23.0,1.0,5.0,7.0,0.0,2.0,1.0,0.0,3.0,0.0,48.0,3.0,4.0,9.0,172,158.71428571428572
2021-07-26,0.0,3.0,2.0,9.0,0.0,8.0,1.0,2.0,2.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,13.0,0.0,1.0,14.0,0.0,3.0,2.0,1.0,0.0,0.0,22.0,0.0,3.0,8.0,119,157.14285714285714
2021-07-27,0.0,3.0,3.0,3.0,1.0,9.0,0.0,0.0,6.0,12.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,4.0,22.0,0.0,0.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0,37.0,-2.0,4.0,6.0,129,157.42857142857142
2021-07-28,0.0,0.0,1.0,13.0,2.0,1.0,0.0,5.0,8.0,15.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,1.0,0.0,8.0,10.0,3.0,0.0,16.0,0.0,3.0,3.0,3.0,1.0,0.0,25.0,6.0,5.0,19.0,158,160.71428571428572
2021-07-29,0.0,1.0,2.0,8.0,1.0,13.0,0.0,9.0,12.0,25.0,0.0,0.0,0.0,2.0,1.0,10.0,1.0,0.0,0.0,8.0,38.0,2.0,0.0,19.0,1.0,4.0,7.0,1.0,-1.0,0.0,38.0,2.0,4.0,10.0,218,165.42857142857142
2021-07-30,0.0,1.0,1.0,9.0,1.0,8.0,3.0,3.0,13.0,13.0,1.0,0.0,0.0,0.0,-1.0,8.0,2.0,1.0,0.0,9.0,24.0,4.0,3.0,35.0,2.0,1.0,4.0,-1.0,-1.0,0.0,62.0,4.0,4.0,13.0,226,170.28571428571428
2021-07-31,0.0,1.0,2.0,22.0,1.0,8.0,1.0,1.0,12.0,27.0,1.0,2.0,1.0,0.0,0.0,11.0,6.0,1.0,0.0,5.0,26.0,3.0,3.0,28.0,1.0,-4.0,4.0,0.0,0.0,0.0,53.0,6.0,3.0,33.0,258,182.85714285714286
2021-08-01,0.0,1.0,1.0,13.0,1.0,8.0,0.0,10.0,5.0,14.0,5.0,0.0,2.0,0.0,1.0,16.0,4.0,2.0,0.0,4.0,33.0,2.0,2.0,12.0,6.0,3.0,3.0,0.0,2.0,0.0,40.0,1.0,4.0,23.0,218,189.42857142857142
2021-08-02,0.0,1.0,0.0,10.0,1.0,7.0,4.0,4.0,12.0,16.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,-1.0,1.0,9.0,19.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,43.0,2.0,4.0,16.0,168,196.42857142857142
2021-08-03,1.0,4.0,1.0,4.0,0.0,1.0,5.0,1.0,6.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,22.0,0.0,0.0,14.0,0.0,0.0,3.0,1.0,1.0,0.0,45.0,5.0,13.0,23.0,164,201.42857142857142
2021-08-04,0.0,1.0,0.0,11.0,0.0,4.0,0.0,2.0,0.0,12.0,2.0,4.0,0.0,-1.0,0.0,3.0,1.0,0.0,-1.0,-1.0,18.0,0.0,0.0,19.0,0.0,3.0,9.0,0.0,0.0,0.0,26.0,2.0,10.0,15.0,139,198.71428571428572
2021-08-05,0.0,2.0,0.0,7.0,0.0,4.0,2.0,1.0,11.0,18.0,4.0,0.0,0.0,1.0,0.0,10.0,-1.0,0.0,1.0,10.0,31.0,0.0,0.0,14.0,1.0,5.0,3.0,4.0,0.0,0.0,44.0,6.0,17.0,18.0,213,198.0
2021-08-06,0.0,3.0,3.0,13.0,1.0,14.0,2.0,7.0,7.0,15.0,7.0,3.0,1.0,2.0,0.0,15.0,10.0,0.0,0.0,10.0,36.0,1.0,1.0,22.0,0.0,7.0,5.0,1.0,1.0,1.0,80.0,8.0,23.0,41.0,340,214.28571428571428
2021-08-07,1.0,8.0,1.0,20.0,4.0,3.0,3.0,3.0,5.0,30.0,5.0,1.0,5.0,0.0,3.0,9.0,6.0,1.0,0.0,11.0,38.0,0.0,2.0,20.0,1.0,10.0,1.0,4.0,0.0,-1.0,94.0,9.0,19.0,62.0,378,231.42857142857142
2021-08-08,0.0,2.0,0.0,23.0,2.0,4.0,2.0,2.0,17.0,42.0,1.0,1.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,19.0,51.0,1.0,1.0,21.0,0.0,8.0,9.0,2.0,1.0,1.0,109.0,4.0,29.0,57.0,423,260.7142857142857
2021-08-09,0.0,2.0,1.0,14.0,3.0,11.0,1.0,0.0,12.0,29.0,3.0,0.0,4.0,0.0,0.0,2.0,6.0,1.0,0.0,4.0,47.0,0.0,0.0,23.0,0.0,10.0,1.0,2.0,0.0,0.0,90.0,4.0,26.0,29.0,325,283.14285714285717
2021-08-10,1.0,1.0,0.0,5.0,8.0,9.0,0.0,0.0,16.0,31.0,1.0,5.0,-2.0,2.0,1.0,17.0,2.0,0.0,1.0,8.0,31.0,0.0,0.0,10.0,0.0,15.0,3.0,3.0,0.0,0.0,96.0,5.0,22.0,30.0,321,305.57142857142856
2021-08-11,0.0,5.0,5.0,14.0,4.0,5.0,2.0,0.0,17.0,41.0,5.0,4.0,1.0,1.0,0.0,8.0,5.0,1.0,0.0,13.0,30.0,1.0,0.0,23.0,0.0,5.0,7.0,1.0,0.0,0.0,72.0,1.0,22.0,31.0,324,332.0
2021-08-12,0.0,6.0,3.0,44.0,14.0,6.0,2.0,3.0,20.0,29.0,3.0,3.0,1.0,0.0,2.0,15.0,8.0,0.0,4.0,20.0,64.0,1.0,0.0,17.0,0.0,25.0,5.0,6.0,3.0,0.0,105.0,7.0,27.0,70.0,513,374.85714285714283
2021-08-13,0.0,13.0,3.0,17.0,-4.0,3.0,2.0,4.0,26.0,51.0,2.0,1.0,1.0,1.0,4.0,15.0,13.0,3.0,0.0,22.0,61.0,-1.0,0.0,24.0,0.0,21.0,6.0,4.0,2.0,0.0,129.0,13.0,41.0,33.0,510,399.14285714285717
2021-08-14,0.0,11.0,9.0,20.0,2.0,3.0,2.0,3.0,21.0,57.0,6.0,1.0,2.0,5.0,4.0,20.0,23.0,0.0,0.0,16.0,67.0,3.0,0.0,18.0,0.0,10.0,6.0,3.0,-1.0,0.0,153.0,8.0,42.0,64.0,578,427.7142857142857
2021-08-15,1.0,7.0,3.0,17.0,2.0,1.0,0.0,4.0,24.0,48.0,4.0,11.0,0.0,3.0,5.0,21.0,20.0,0.0,1.0,17.0,69.0,0.0,1.0,24.0,0.0,10.0,2.0,3.0,1.0,0.0,116.0,5.0,27.0,64.0,511,440.2857142857143
2021-08-16,0.0,1.0,4.0,17.0,0.0,4.0,2.0,4.0,10.0,52.0,2.0,2.0,2.0,3.0,1.0,20.0,11.0,1.0,0.0,20.0,83.0,1.0,0.0,14.0,0.0,18.0,5.0,4.0,0.0,0.0,128.0,5.0,46.0,66.0,526,469.0
2021-08-17,1.0,4.0,3.0,19.0,0.0,4.0,1.0,-1.0,21.0,34.0,3.0,0.0,-1.0,0.0,2.0,5.0,14.0,-1.0,0.0,12.0,45.0,0.0,0.0,10.0,0.0,14.0,2.0,2.0,-3.0,0.0,85.0,0.0,41.0,32.0,348,472.85714285714283
2021-08-18,0.0,11.0,4.0,16.0,1.0,2.0,6.0,4.0,16.0,36.0,7.0,2.0,2.0,4.0,2.0,27.0,6.0,0.0,4.0,19.0,59.0,1.0,1.0,12.0,0.0,17.0,4.0,7.0,3.0,0.0,108.0,7.0,75.0,22.0,485,495.85714285714283
2021-08-19,3.0,12.0,4.0,29.0,0.0,3.0,3.0,7.0,17.0,46.0,8.0,3.0,-2.0,1.0,1.0,22.0,9.0,0.0,-2.0,19.0,63.0,2.0,2.0,17.0,0.0,25.0,3.0,2.0,0.0,0.0,116.0,13.0,43.0,62.0,531,498.42857142857144
2021-08-20,3.0,5.0,6.0,25.0,1.0,5.0,3.0,2.0,19.0,55.0,3.0,2.0,3.0,2.0,3.0,39.0,22.0,0.0,2.0,22.0,113.0,4.0,0.0,25.0,1.0,15.0,-1.0,4.0,2.0,0.0,136.0,8.0,58.0,63.0,650,518.4285714285714
2021-08-21,0.0,15.0,2.0,36.0,2.0,4.0,2.0,3.0,28.0,69.0,0.0,9.0,4.0,6.0,1.0,52.0,18.0,0.0,1.0,19.0,94.0,3.0,0.0,23.0,1.0,22.0,12.0,4.0,-1.0,0.0,130.0,3.0,41.0,86.0,689,534.2857142857143
2021-08-22,3.0,3.0,4.0,39.0,3.0,1.0,5.0,-1.0,22.0,101.0,6.0,3.0,0.0,1.0,2.0,26.0,15.0,2.0,0.0,23.0,63.0,2.0,2.0,23.0,-1.0,25.0,7.0,3.0,2.0,0.0,170.0,10.0,88.0,70.0,722,564.4285714285714
2021-08-23,1.0,15.0,0.0,30.0,6.0,7.0,4.0,9.0,18.0,64.0,4.0,5.0,3.0,3.0,1.0,32.0,11.0,1.0,0.0,27.0,97.0,2.0,1.0,11.0,1.0,19.0,1.0,4.0,0.0,0.0,124.0,11.0,36.0,91.0,639,580.5714285714286
2021-08-24,0.0,4.0,6.0,6.0,5.0,2.0,5.0,1.0,27.0,45.0,4.0,1.0,0.0,3.0,0.0,15.0,11.0,1.0,1.0,12.0,83.0,2.0,0.0,8.0,-1.0,16.0,0.0,1.0,-1.0,0.0,128.0,9.0,47.0,45.0,486,600.2857142857143
2021-08-25,2.0,4.0,11.0,21.0,2.0,1.0,2.0,1.0,20.0,86.0,4.0,1.0,0.0,3.0,1.0,34.0,11.0,0.0,2.0,29.0,52.0,1.0,1.0,16.0,0.0,24.0,5.0,16.0,0.0,0.0,151.0,15.0,51.0,93.0,660,625.2857142857143
2021-08-26,3.0,6.0,4.0,51.0,10.0,2.0,8.0,-1.0,9.0,48.0,3.0,3.0,1.0,2.0,1.0,20.0,14.0,4.0,2.0,15.0,102.0,3.0,1.0,15.0,0.0,19.0,2.0,6.0,1.0,0.0,144.0,5.0,78.0,97.0,678,646.2857142857143
2021-08-27,1.0,6.0,4.0,40.0,12.0,0.0,5.0,1.0,15.0,66.0,4.0,5.0,2.0,1.0,3.0,29.0,20.0,0.0,1.0,33.0,96.0,3.0,1.0,26.0,0.0,33.0,4.0,-2.0,2.0,0.0,185.0,25.0,67.0,93.0,781,665.0
2021-08-28,0.0,21.0,8.0,44.0,11.0,4.0,3.0,3.0,12.0,90.0,3.0,2.0,2.0,3.0,-1.0,32.0,16.0,0.0,0.0,35.0,114.0,3.0,4.0,29.0,1.0,27.0,11.0,5.0,3.0,0.0,168.0,18.0,62.0,102.0,835,685.8571428571429
2021-08-29,2.0,3.0,9.0,33.0,10.0,5.0,4.0,1.0,26.0,106.0,10.0,10.0,2.0,3.0,5.0,32.0,24.0,0.0,0.0,31.0,63.0,3.0,0.0,29.0,1.0,15.0,-1.0,4.0,1.0,0.0,141.0,15.0,90.0,63.0,740,688.4285714285714
2021-08-30,3.0,2.0,9.0,38.0,14.0,3.0,1.0,1.0,16.0,74.0,3.0,1.0,-1.0,1.0,1.0,12.0,20.0,1.0,-1.0,44.0,104.0,3.0,3.0,14.0,0.0,16.0,1.0,3.0,2.0,0.0,121.0,13.0,74.0,98.0,694,696.2857142857143
2021-08-31,3.0,19.0,5.0,19.0,3.0,3.0,2.0,0.0,14.0,42.0,4.0,2.0,0.0,0.0,0.0,19.0,41.0,2.0,0.0,10.0,60.0,5.0,1.0,19.0,0.0,21.0,5.0,6.0,0.0,-1.0,120.0,11.0,60.0,30.0,525,701.8571428571429
2021-09-01,-1.0,6.0,12.0,31.0,4.0,3.0,2.0,2.0,29.0,73.0,4.0,1.0,0.0,1.0,0.0,30.0,14.0,3.0,0.0,22.0,59.0,3.0,-1.0,26.0,-1.0,22.0,3.0,2.0,2.0,1.0,158.0,20.0,50.0,76.0,656,701.2857142857143
2021-09-02,0.0,23.0,22.0,22.0,24.0,4.0,5.0,1.0,19.0,89.0,6.0,7.0,3.0,2.0,1.0,27.0,33.0,8.0,2.0,39.0,104.0,2.0,4.0,23.0,0.0,51.0,7.0,-1.0,2.0,0.0,175.0,22.0,48.0,91.0,865,728.0
2021-09-03,0.0,7.0,10.0,50.0,6.0,1.0,0.0,4.0,22.0,46.0,6.0,6.0,4.0,0.0,2.0,18.0,28.0,4.0,1.0,49.0,136.0,1.0,4.0,17.0,0.0,23.0,6.0,4.0,1.0,0.0,175.0,19.0,72.0,85.0,807,731.7142857142857
2021-09-04,0.0,22.0,18.0,28.0,5.0,1.0,8.0,1.0,28.0,92.0,7.0,3.0,8.0,0.0,0.0,21.0,35.0,8.0,2.0,39.0,118.0,1.0,6.0,30.0,1.0,29.0,5.0,3.0,0.0,0.0,181.0,19.0,113.0,112.0,944,747.2857142857143
2021-09-05,0.0,11.0,7.0,46.0,19.0,4.0,2.0,4.0,33.0,71.0,3.0,6.0,0.0,4.0,3.0,24.0,42.0,3.0,4.0,52.0,100.0,10.0,0.0,27.0,0.0,34.0,4.0,7.0,3.0,0.0,156.0,5.0,68.0,59.0,811,757.4285714285714
2021-09-06,0.0,6.0,8.0,21.0,8.0,3.0,3.0,2.0,23.0,40.0,1.0,2.0,3.0,0.0,1.0,20.0,25.0,5.0,1.0,27.0,87.0,2.0,1.0,23.0,0.0,21.0,5.0,1.0,0.0,0.0,114.0,12.0,55.0,61.0,581,741.2857142857143
2021-09-07,0.0,21.0,17.0,32.0,2.0,1.0,0.0,3.0,17.0,35.0,0.0,5.0,1.0,2.0,0.0,18.0,23.0,2.0,0.0,30.0,52.0,7.0,0.0,6.0,3.0,18.0,5.0,2.0,3.0,0.0,118.0,5.0,72.0,64.0,564,746.8571428571429
2021-09-08,2.0,10.0,16.0,25.0,5.0,0.0,0.0,2.0,24.0,21.0,1.0,7.0,6.0,0.0,2.0,15.0,33.0,1.0,0.0,22.0,46.0,10.0,0.0,20.0,-2.0,25.0,-1.0,3.0,3.0,0.0,149.0,21.0,47.0,41.0,554,732.2857142857143
2021-09-09,1.0,7.0,15.0,19.0,5.0,5.0,6.0,7.0,25.0,55.0,6.0,1.0,6.0,8.0,3.0,34.0,38.0,2.0,0.0,72.0,73.0,6.0,1.0,31.0,1.0,37.0,11.0,8.0,4.0,0.0,159.0,14.0,66.0,72.0,798,722.7142857142857
2021-09-10,8.0,6.0,21.0,48.0,21.0,4.0,5.0,6.0,35.0,53.0,4.0,10.0,7.0,4.0,2.0,19.0,24.0,3.0,1.0,52.0,117.0,5.0,0.0,26.0,3.0,27.0,3.0,7.0,0.0,0.0,166.0,10.0,74.0,77.0,848,728.5714285714286
2021-09-11,1.0,23.0,24.0,29.0,3.0,2.0,9.0,8.0,18.0,55.0,8.0,4.0,7.0,3.0,5.0,24.0,29.0,5.0,4.0,73.0,100.0,10.0,2.0,29.0,0.0,33.0,15.0,8.0,3.0,0.0,170.0,26.0,50.0,77.0,857,716.1428571428571
2021-09-12,0.0,13.0,19.0,42.0,16.0,0.0,0.0,3.0,29.0,57.0,3.0,4.0,6.0,8.0,3.0,22.0,45.0,7.0,0.0,57.0,67.0,6.0,0.0,19.0,7.0,37.0,11.0,4.0,2.0,0.0,147.0,12.0,73.0,65.0,784,712.2857142857143
2021-09-13,2.0,10.0,8.0,20.0,3.0,2.0,0.0,2.0,28.0,32.0,1.0,4.0,3.0,4.0,7.0,0.0,28.0,4.0,2.0,59.0,84.0,3.0,0.0,30.0,0.0,16.0,1.0,1.0,2.0,0.0,114.0,16.0,47.0,67.0,600,715.0
2021-09-14,1.0,33.0,10.0,13.0,3.0,7.0,2.0,8.0,21.0,19.0,3.0,2.0,2.0,4.0,4.0,18.0,31.0,0.0,1.0,26.0,67.0,5.0,0.0,25.0,1.0,18.0,10.0,5.0,0.0,0.0,116.0,22.0,54.0,46.0,577,716.8571428571429
2021-09-15,2.0,5.0,9.0,17.0,11.0,0.0,2.0,1.0,26.0,38.0,6.0,4.0,4.0,0.0,7.0,20.0,34.0,0.0,4.0,46.0,61.0,9.0,2.0,20.0,0.0,18.0,10.0,2.0,1.0,0.0,141.0,9.0,45.0,39.0,593,722.4285714285714
2021-09-16,3.0,3.0,13.0,31.0,17.0,4.0,8.0,12.0,31.0,53.0,0.0,11.0,10.0,9.0,5.0,39.0,27.0,3.0,-2.0,64.0,122.0,1.0,1.0,30.0,0.0,26.0,17.0,9.0,-1.0,0.0,162.0,28.0,50.0,78.0,864,731.8571428571429
2021-09-17,2.0,16.0,26.0,60.0,21.0,7.0,5.0,5.0,10.0,33.0,1.0,3.0,3.0,9.0,3.0,25.0,19.0,1.0,2.0,64.0,77.0,6.0,2.0,38.0,4.0,29.0,15.0,10.0,-1.0,0.0,166.0,27.0,36.0,71.0,795,724.2857142857143
2021-09-18,1.0,17.0,16.0,47.0,19.0,5.0,4.0,4.0,19.0,25.0,5.0,4.0,4.0,4.0,2.0,31.0,22.0,2.0,3.0,76.0,114.0,3.0,1.0,23.0,1.0,21.0,11.0,15.0,0.0,0.0,152.0,42.0,48.0,80.0,821,719.1428571428571
2021-09-19,6.0,9.0,18.0,19.0,28.0,1.0,6.0,2.0,26.0,68.0,10.0,3.0,3.0,12.0,2.0,22.0,41.0,0.0,1.0,56.0,59.0,5.0,1.0,21.0,0.0,19.0,9.0,6.0,0.0,1.0,139.0,14.0,40.0,68.0,715,709.2857142857143
2021-09-20,-1.0,6.0,7.0,24.0,6.0,1.0,1.0,5.0,19.0,23.0,8.0,5.0,1.0,5.0,0.0,18.0,22.0,3.0,3.0,54.0,100.0,3.0,0.0,31.0,0.0,19.0,1.0,2.0,1.0,0.0,126.0,17.0,29.0,71.0,610,710.7142857142857
2021-09-21,1.0,11.0,8.0,21.0,16.0,0.0,1.0,2.0,31.0,18.0,1.0,4.0,1.0,8.0,2.0,19.0,39.0,2.0,1.0,58.0,80.0,3.0,0.0,17.0,0.0,13.0,8.0,3.0,0.0,0.0,104.0,24.0,34.0,44.0,574,710.2857142857143
2021-09-22,3.0,1.0,8.0,6.0,13.0,0.0,5.0,1.0,22.0,27.0,4.0,4.0,8.0,3.0,3.0,21.0,21.0,0.0,0.0,54.0,41.0,4.0,0.0,17.0,2.0,13.0,1.0,2.0,0.0,0.0,93.0,8.0,48.0,30.0,463,691.7142857142857
2021-09-23,0.0,22.0,17.0,39.0,29.0,1.0,3.0,2.0,24.0,38.0,2.0,3.0,5.0,18.0,0.0,31.0,26.0,0.0,1.0,29.0,76.0,4.0,7.0,18.0,0.0,11.0,5.0,0.0,-1.0,5.0,136.0,14.0,39.0,73.0,677,665.0
2021-09-24,1.0,13.0,16.0,35.0,30.0,2.0,4.0,6.0,28.0,66.0,6.0,8.0,6.0,8.0,4.0,8.0,19.0,0.0,5.0,70.0,83.0,3.0,4.0,29.0,-1.0,19.0,2.0,3.0,1.0,3.0,144.0,15.0,33.0,54.0,727,655.2857142857143
2021-09-25,0.0,9.0,12.0,38.0,30.0,1.0,2.0,3.0,20.0,46.0,1.0,7.0,3.0,12.0,3.0,16.0,28.0,2.0,2.0,50.0,69.0,5.0,2.0,30.0,0.0,20.0,7.0,11.0,0.0,0.0,113.0,12.0,28.0,58.0,640,629.4285714285714
2021-09-26,1.0,6.0,4.0,28.0,33.0,2.0,3.0,6.0,42.0,66.0,5.0,7.0,3.0,11.0,5.0,16.0,22.0,3.0,2.0,71.0,55.0,6.0,0.0,27.0,3.0,13.0,5.0,3.0,1.0,0.0,109.0,12.0,42.0,41.0,653,620.5714285714286
2021-09-27,0.0,26.0,16.0,22.0,35.0,2.0,0.0,6.0,10.0,46.0,4.0,7.0,1.0,5.0,0.0,15.0,19.0,1.0,1.0,41.0,70.0,2.0,0.0,22.0,0.0,16.0,6.0,5.0,0.0,0.0,117.0,25.0,45.0,48.0,613,621.0
2021-09-28,1.0,3.0,15.0,19.0,7.0,0.0,4.0,3.0,18.0,25.0,5.0,2.0,3.0,6.0,2.0,14.0,25.0,-1.0,0.0,31.0,39.0,2.0,0.0,13.0,5.0,14.0,3.0,8.0,3.0,1.0,138.0,6.0,31.0,21.0,466,605.5714285714286
2021-09-29,1.0,10.0,9.0,10.0,5.0,0.0,8.0,5.0,20.0,39.0,9.0,4.0,4.0,18.0,2.0,19.0,32.0,2.0,1.0,39.0,33.0,2.0,1.0,15.0,0.0,9.0,9.0,4.0,1.0,0.0,107.0,9.0,33.0,35.0,495,610.1428571428571
2021-09-30,0.0,1.0,20.0,43.0,35.0,1.0,2.0,2.0,17.0,42.0,5.0,5.0,12.0,8.0,1.0,21.0,43.0,5.0,1.0,55.0,85.0,4.0,0.0,15.0,0.0,15.0,14.0,5.0,1.0,0.0,94.0,15.0,40.0,40.0,647,605.8571428571429
2021-10-01,1.0,7.0,25.0,40.0,31.0,2.0,7.0,1.0,17.0,42.0,2.0,10.0,12.0,20.0,7.0,26.0,32.0,1.0,2.0,55.0,65.0,4.0,2.0,15.0,6.0,13.0,7.0,2.0,0.0,0.0,110.0,6.0,43.0,55.0,668,597.4285714285714
2021-10-02,-1.0,6.0,16.0,14.0,28.0,8.0,5.0,1.0,15.0,44.0,1.0,9.0,0.0,21.0,3.0,28.0,32.0,3.0,3.0,70.0,67.0,6.0,0.0,31.0,0.0,24.0,23.0,1.0,0.0,1.0,150.0,17.0,32.0,46.0,704,606.5714285714286
2021-10-03,4.0,2.0,20.0,23.0,25.0,-2.0,3.0,-1.0,25.0,24.0,3.0,7.0,2.0,4.0,4.0,18.0,28.0,5.0,9.0,47.0,85.0,5.0,0.0,19.0,0.0,12.0,8.0,6.0,1.0,0.0,110.0,4.0,38.0,42.0,580,596.1428571428571
2021-10-04,0.0,9.0,8.0,25.0,19.0,4.0,0.0,0.0,15.0,26.0,2.0,10.0,1.0,7.0,3.0,20.0,23.0,5.0,6.0,46.0,88.0,0.0,0.0,11.0,1.0,11.0,11.0,7.0,1.0,0.0,85.0,8.0,29.0,30.0,511,581.5714285714286
2021-10-05,1.0,1.0,11.0,13.0,3.0,0.0,0.0,1.0,8.0,23.0,4.0,3.0,3.0,15.0,0.0,14.0,14.0,4.0,0.0,47.0,55.0,5.0,0.0,13.0,0.0,19.0,11.0,1.0,0.0,1.0,108.0,7.0,15.0,29.0,429,576.2857142857143
2021-10-06,0.0,10.0,8.0,21.0,5.0,7.0,2.0,4.0,18.0,33.0,3.0,6.0,3.0,8.0,2.0,25.0,22.0,2.0,0.0,23.0,39.0,6.0,0.0,19.0,0.0,18.0,8.0,10.0,-1.0,2.0,84.0,1.0,44.0,44.0,476,573.5714285714286
2021-10-07,2.0,14.0,13.0,28.0,24.0,6.0,0.0,3.0,14.0,23.0,2.0,11.0,1.0,20.0,5.0,19.0,29.0,6.0,1.0,32.0,55.0,1.0,0.0,22.0,2.0,22.0,10.0,10.0,0.0,2.0,119.0,4.0,45.0,42.0,587,565.0
2021-10-08,1.0,0.0,14.0,20.0,20.0,3.0,4.0,0.0,19.0,15.0,2.0,4.0,2.0,8.0,2.0,31.0,29.0,3.0,1.0,34.0,80.0,2.0,0.0,28.0,0.0,21.0,15.0,15.0,0.0,5.0,104.0,15.0,35.0,41.0,573,551.4285714285714
2021-10-09,0.0,9.0,12.0,17.0,13.0,3.0,6.0,4.0,21.0,47.0,5.0,8.0,3.0,15.0,4.0,27.0,20.0,6.0,0.0,50.0,80.0,6.0,0.0,9.0,3.0,27.0,12.0,2.0,0.0,1.0,123.0,14.0,41.0,66.0,654,544.2857142857143
2021-10-10,1.0,1.0,1.0,16.0,17.0,5.0,1.0,8.0,12.0,39.0,8.0,6.0,5.0,12.0,1.0,9.0,19.0,4.0,1.0,58.0,45.0,6.0,0.0,20.0,0.0,9.0,13.0,15.0,0.0,1.0,98.0,6.0,35.0,63.0,535,537.8571428571429
2021-10-11,0.0,10.0,11.0,18.0,22.0,3.0,4.0,1.0,12.0,26.0,4.0,11.0,4.0,3.0,1.0,7.0,21.0,0.0,0.0,30.0,71.0,2.0,0.0,9.0,5.0,10.0,18.0,6.0,1.0,0.0,92.0,6.0,14.0,36.0,458,530.2857142857143
2021-10-12,0.0,1.0,8.0,9.0,6.0,2.0,5.0,4.0,11.0,21.0,6.0,0.0,9.0,7.0,0.0,6.0,13.0,-1.0,0.0,18.0,62.0,0.0,0.0,10.0,2.0,8.0,13.0,7.0,0.0,1.0,66.0,10.0,21.0,65.0,390,524.7142857142857
2021-10-13,0.0,7.0,5.0,6.0,9.0,0.0,2.0,0.0,7.0,12.0,2.0,5.0,10.0,0.0,2.0,13.0,17.0,1.0,-1.0,20.0,18.0,1.0,0.0,3.0,1.0,11.0,11.0,3.0,0.0,0.0,68.0,12.0,32.0,29.0,306,500.42857142857144
2021-10-14,1.0,1.0,11.0,14.0,55.0,2.0,6.0,1.0,11.0,30.0,5.0,0.0,5.0,6.0,3.0,13.0,9.0,1.0,1.0,29.0,43.0,0.0,1.0,14.0,1.0,18.0,9.0,3.0,1.0,0.0,69.0,13.0,23.0,18.0,417,476.14285714285717
2021-10-15,2.0,3.0,10.0,15.0,12.0,3.0,6.0,1.0,10.0,24.0,2.0,10.0,9.0,29.0,0.0,11.0,20.0,1.0,1.0,40.0,60.0,8.0,2.0,17.0,1.0,20.0,26.0,2.0,0.0,1.0,74.0,8.0,40.0,28.0,496,465.14285714285717
2021-10-16,1.0,9.0,9.0,8.0,14.0,2.0,3.0,1.0,13.0,24.0,5.0,8.0,4.0,12.0,3.0,16.0,17.0,0.0,1.0,25.0,60.0,3.0,1.0,14.0,2.0,28.0,16.0,10.0,0.0,0.0,88.0,14.0,40.0,35.0,486,441.14285714285717
2021-10-17,1.0,5.0,11.0,18.0,22.0,4.0,3.0,3.0,14.0,26.0,5.0,5.0,9.0,12.0,0.0,8.0,11.0,3.0,2.0,31.0,80.0,3.0,1.0,19.0,3.0,9.0,6.0,16.0,0.0,0.0,58.0,4.0,19.0,32.0,443,428.0
2021-10-18,0.0,14.0,10.0,12.0,8.0,4.0,0.0,1.0,12.0,26.0,0.0,4.0,-1.0,8.0,1.0,6.0,3.0,1.0,0.0,36.0,71.0,3.0,0.0,13.0,4.0,13.0,8.0,6.0,1.0,0.0,62.0,11.0,18.0,18.0,373,415.85714285714283
